imagen,brightness
closed_eye_1613.BMP_face_1.jpg,112.71
closed_eye_1622.jpg_face_2.jpg,129.1
closed_eye_1627.jpg_face_1.jpg,150.47
closed_eye_1630.jpg_face_1.jpg,133.76
closed_eye_1631.jpg_face_1.jpg,138.01
closed_eye_1640.jpg_face_1.jpg,188.33
closed_eye_1641.jpg_face_2.jpg,146.37
closed_eye_1648.jpg_face_2.jpg,95.59
closed_eye_1649.jpg_face_1.jpg,166.23
closed_eye_1652.jpg_face_1.jpg,95.06
closed_eye_1655.BMP_face_1.jpg,117.96
closed_eye_1659.jpg_face_1.jpg,126.44
closed_eye_1666.jpg_face_1.jpg,203.69
closed_eye_1667.jpg_face_1.jpg,202.11
closed_eye_1670.jpg_face_1.jpg,170.34
closed_eye_1670.jpg_face_2.jpg,150.18
closed_eye_1671.jpg_face_1.jpg,180.4
closed_eye_1674.BMP_face_1.jpg,85.8
closed_eye_1679.BMP_face_1.jpg,125.91
closed_eye_1680.jpg_face_1.jpg,42.5
closed_eye_1690.jpg_face_1.jpg,129.38
closed_eye_1691.jpg_face_3.jpg,139.3
closed_eye_1693.jpg_face_1.jpg,166.31
closed_eye_1702.BMP_face_1.jpg,148.82
closed_eye_1702.BMP_face_2.jpg,169.08
closed_eye_1705.jpg_face_1.jpg,146.15
closed_eye_1711.jpg_face_1.jpg,114.82
closed_eye_1730.jpg_face_1.jpg,65.64
closed_eye_1740.jpg_face_1.jpg,200.62
closed_eye_1745.jpg_face_3.jpg,159.2
closed_eye_1750.jpg_face_2.jpg,165.18
closed_eye_1756.jpg_face_1.jpg,125.92
closed_eye_1761.jpg_face_1.jpg,92.75
closed_eye_1766.jpg_face_2.jpg,111.72
closed_eye_1776.jpg_face_3.jpg,187.86
closed_eye_1777.jpg_face_1.jpg,129.18
closed_eye_1781.jpg_face_1.jpg,178.88
closed_eye_1789.jpg_face_1.jpg,118.08
closed_eye_1796.jpg_face_1.jpg,124.99
closed_eye_1804.jpg_face_1.jpg,113.4
closed_eye_1806.jpg_face_1.jpg,85.32
closed_eye_1807.jpg_face_1.jpg,152.43
closed_eye_1808.jpg_face_1.jpg,121.17
closed_eye_1810.jpg_face_1.jpg,160.94
closed_eye_1820.jpg_face_1.jpg,173.79
closed_eye_1841.jpg_face_1.jpg,164.39
closed_eye_1842.jpg_face_1.jpg,119.14
closed_eye_1843.jpg_face_1.jpg,134.86
closed_eye_1849.jpg_face_1.jpg,141.48
closed_eye_1850.jpg_face_1.jpg,86.8
closed_eye_1856.jpg_face_1.jpg,61.37
closed_eye_1858.jpg_face_2.jpg,120.05
closed_eye_1866.jpg_face_1.jpg,181.96
closed_eye_1868.jpg_face_1.jpg,119.75
closed_eye_1869.jpg_face_1.jpg,154.58
closed_eye_1878.jpg_face_1.jpg,149.4
closed_eye_1889.jpg_face_1.jpg,122.91
closed_eye_1890.jpg_face_1.jpg,96.17
closed_eye_1924.jpg_face_1.jpg,219.53
closed_eye_1934.png_face_1.jpg,125.5
closed_eye_1935.jpg_face_1.jpg,39.0
closed_eye_1942.jpg_face_2.jpg,102.02
closed_eye_1944.jpg_face_1.jpg,111.11
closed_eye_1952.jpg_face_1.jpg,162.36
closed_eye_1956.jpg_face_1.jpg,167.58
closed_eye_1959.jpg_face_2.jpg,152.22
closed_eye_1963.jpg_face_1.jpg,183.8
closed_eye_1964.jpg_face_1.jpg,170.09
closed_eye_1972.jpg_face_1.jpg,134.48
closed_eye_1973.jpg_face_1.jpg,213.47
closed_eye_2015.jpg_face_1.jpg,134.36
closed_eye_2024.jpg_face_1.jpg,113.54
closed_eye_2035.jpg_face_1.jpg,144.04
closed_eye_2038.jpg_face_2.jpg,56.68
closed_eye_2041.jpg_face_1.jpg,148.86
closed_eye_2051.jpg_face_1.jpg,129.71
closed_eye_2054.jpg_face_1.jpg,97.61
closed_eye_2062.jpg_face_2.jpg,121.17
closed_eye_2065.jpg_face_1.jpg,135.2
closed_eye_2071.jpg_face_1.jpg,96.76
closed_eye_2074.jpg_face_3.jpg,117.17
closed_eye_2075.jpg_face_1.jpg,84.67
closed_eye_2079.jpg_face_1.jpg,133.75
closed_eye_2093.jpg_face_2.jpg,130.69
closed_eye_2094.jpg_face_1.jpg,118.63
closed_eye_2097.jpg_face_1.jpg,168.8
closed_eye_2098.jpg_face_2.jpg,152.91
closed_eye_2100.jpg_face_1.jpg,53.87
closed_eye_2109.jpg_face_1.jpg,116.31
closed_eye_2111.jpg_face_1.jpg,120.88
closed_eye_2123.jpg_face_2.jpg,106.85
closed_eye_2125.jpg_face_2.jpg,189.22
closed_eye_2128.BMP_face_1.jpg,154.02
closed_eye_2132.jpg_face_3.jpg,72.19
closed_eye_2137.jpg_face_1.jpg,119.4
closed_eye_2144.jpg_face_2.jpg,150.73
closed_eye_2145.jpg_face_4.jpg,138.3
closed_eye_2146.jpg_face_1.jpg,123.77
closed_eye_2164.jpg_face_1.jpg,104.55
closed_eye_2165.jpg_face_1.jpg,109.61
closed_eye_2169.jpg_face_1.jpg,155.17
closed_eye_2181.jpg_face_1.jpg,128.91
closed_eye_2183.jpg_face_1.jpg,148.36
closed_eye_2191.jpg_face_1.jpg,100.52
closed_eye_2192.jpg_face_1.jpg,126.54
closed_eye_2200.jpg_face_1.jpg,81.98
closed_eye_2215.jpg_face_1.jpg,118.56
closed_eye_2217.jpg_face_1.jpg,122.93
closed_eye_2218.jpg_face_1.jpg,131.95
closed_eye_2222.jpg_face_1.jpg,141.53
closed_eye_2234.jpg_face_1.jpg,169.86
closed_eye_2234.jpg_face_2.jpg,141.55
closed_eye_2243.jpg_face_2.jpg,123.05
closed_eye_2249.jpg_face_1.jpg,93.76
closed_eye_2255.jpg_face_1.jpg,131.88
closed_eye_2256.jpg_face_1.jpg,131.57
closed_eye_2259.jpg_face_1.jpg,98.67
closed_eye_2261.jpg_face_3.jpg,156.33
closed_eye_2288.jpg_face_1.jpg,171.38
closed_eye_2295.jpg_face_1.jpg,136.53
closed_eye_2301.jpg_face_1.jpg,43.18
closed_eye_2303.jpg_face_1.jpg,154.61
closed_eye_2303.jpg_face_2.jpg,157.87
closed_eye_2304.jpg_face_16.jpg,114.06
closed_eye_2313.jpg_face_1.jpg,129.97
closed_eye_2313.jpg_face_2.jpg,107.67
closed_eye_2317.jpg_face_1.jpg,116.31
closed_eye_2338.jpg_face_1.jpg,163.53
closed_eye_2339.jpg_face_1.jpg,47.35
closed_eye_2356.jpg_face_1.jpg,99.25
closed_eye_2358.jpg_face_2.jpg,154.28
closed_eye_2363.jpg_face_1.jpg,100.16
closed_eye_2367.jpg_face_1.jpg,121.39
closed_eye_2372.jpg_face_1.jpg,85.73
closed_eye_2372.jpg_face_2.jpg,92.68
closed_eye_2377.jpg_face_2.jpg,80.97
closed_eye_2379.jpg_face_1.jpg,147.33
closed_eye_2383.jpg_face_2.jpg,144.37
closed_eye_2384.jpg_face_1.jpg,104.52
closed_eye_2386.jpg_face_1.jpg,99.11
closed_eye_2395.jpg_face_1.jpg,108.31
closed_eye_2395.jpg_face_2.jpg,130.6
closed_eye_2403.jpg_face_1.jpg,152.95
closed_eye_2406.jpg_face_1.jpg,153.05
closed_eye_2413.jpg_face_1.jpg,181.23
closed_eye_2413.jpg_face_3.jpg,172.07
closed_eye_2440.jpg_face_1.jpg,114.75
closed_eye_2442.jpg_face_1.jpg,137.32
closed_eye_2448.jpg_face_1.jpg,194.45
closed_eye_2461.jpg_face_1.jpg,164.8
closed_eye_2464.jpg_face_2.jpg,71.94
closed_eye_2466.jpg_face_1.jpg,138.75
closed_eye_2476.jpg_face_1.jpg,132.22
closed_eye_2481.jpg_face_1.jpg,188.07
closed_eye_2488.jpg_face_1.jpg,166.36
closed_eye_2491.jpg_face_1.jpg,163.75
closed_eye_2500.jpg_face_1.jpg,169.94
closed_eye_2501.jpg_face_2.jpg,135.03
closed_eye_2504.jpg_face_1.jpg,182.44
closed_eye_2506.jpg_face_1.jpg,143.09
closed_eye_2511.jpg_face_1.jpg,121.99
closed_eye_2518.jpg_face_1.jpg,153.8
closed_eye_2530.jpg_face_1.jpg,150.81
closed_eye_2534.jpg_face_1.jpg,105.22
closed_eye_2544.BMP_face_1.jpg,206.25
closed_eye_2547.jpg_face_1.jpg,175.74
closed_eye_2557.jpg_face_1.jpg,130.62
closed_eye_2562.jpg_face_1.jpg,69.28
closed_eye_2568.jpg_face_1.jpg,128.48
closed_eye_2574.jpg_face_1.jpg,130.73
closed_eye_2578.jpg_face_1.jpg,190.24
closed_eye_2582.jpg_face_1.jpg,51.35
closed_eye_2585.jpg_face_1.jpg,147.44
closed_eye_2596.jpg_face_8.jpg,148.86
closed_eye_2597.jpg_face_1.jpg,89.72
closed_eye_2600.jpg_face_1.jpg,143.77
closed_eye_2605.jpg_face_1.jpg,83.94
closed_eye_2608.jpg_face_1.jpg,119.02
closed_eye_2612.jpg_face_1.jpg,197.58
closed_eye_2627.jpg_face_1.jpg,127.12
closed_eye_2629.jpg_face_1.jpg,102.1
closed_eye_2634.jpg_face_1.jpg,194.37
closed_eye_2640.jpg_face_1.jpg,89.64
closed_eye_2643.jpg_face_1.jpg,153.64
closed_eye_2644.bmp_face_4.jpg,162.48
closed_eye_2648.jpg_face_1.jpg,136.97
closed_eye_2651.jpg_face_1.jpg,122.08
closed_eye_2670.jpg_face_1.jpg,116.71
closed_eye_2672.jpg_face_1.jpg,119.21
closed_eye_2677.jpg_face_1.jpg,95.47
closed_eye_2680.jpg_face_2.jpg,155.98
closed_eye_2688.jpg_face_4.jpg,156.83
closed_eye_2689.jpg_face_4.jpg,190.59
closed_eye_2693.jpg_face_1.jpg,122.52
closed_eye_2694.jpg_face_1.jpg,184.92
closed_eye_2700.jpg_face_2.jpg,196.6
closed_eye_2708.jpg_face_1.jpg,141.36
closed_eye_2715.jpg_face_1.jpg,123.65
closed_eye_2721.jpg_face_1.jpg,144.28
closed_eye_2735.jpg_face_1.jpg,170.91
closed_eye_2737.jpg_face_1.jpg,134.47
closed_eye_2740.jpg_face_1.jpg,134.72
closed_eye_2746.BMP_face_2.jpg,113.57
closed_eye_2747.BMP_face_1.jpg,88.92
closed_eye_2749.jpg_face_2.jpg,132.39
closed_eye_2752.jpg_face_1.jpg,112.13
closed_eye_2753.jpg_face_1.jpg,135.05
closed_eye_2759.BMP_face_1.jpg,95.31
closed_eye_2767.BMP_face_1.jpg,145.27
closed_eye_2769.jpg_face_1.jpg,121.16
closed_eye_2770.jpg_face_1.jpg,149.49
closed_eye_2773.jpg_face_1.jpg,91.48
closed_eye_2778.jpg_face_2.jpg,170.19
closed_eye_2780.jpg_face_1.jpg,161.01
closed_eye_2793.jpg_face_1.jpg,156.68
closed_eye_2794.jpg_face_1.jpg,150.78
closed_eye_2798.jpg_face_1.jpg,172.96
closed_eye_2801.jpg_face_2.jpg,159.7
closed_eye_2803.jpg_face_1.jpg,194.46
closed_eye_2808.BMP_face_1.jpg,145.91
closed_eye_2813.BMP_face_1.jpg,153.41
closed_eye_2817.jpg_face_1.jpg,115.7
closed_eye_2847.jpg_face_2.jpg,71.9
